"Predictor","Coefficient","AbsCoef","Dataset","Repeat","Fold"
"PC_Strata_0.25.0.50",0.00256422490025925,0.00256422490025925,"Herbaceous fuels",3,2
"Sphericity_mean",0.00248514377025147,0.00248514377025147,"Herbaceous fuels",3,2
"Anisotropy_mean",-0.00228271119547512,0.00228271119547512,"Herbaceous fuels",3,2
"lad_min",-0.00206580277505317,0.00206580277505317,"Herbaceous fuels",3,2
"SD_PropOcc_RelZ1.05_2.00",-0.0015633924847233,0.0015633924847233,"Herbaceous fuels",3,2
"imean",0.00218023769052408,0.00218023769052408,"Herbaceous fuels",3,3
"Percent.Below.20th.Quantile",0.00146526291012003,0.00146526291012003,"Herbaceous fuels",3,3
"eSmallest_mean",0.00139508388486019,0.00139508388486019,"Herbaceous fuels",3,3
"Anisotropy_mean",-0.00138453127628111,0.00138453127628111,"Herbaceous fuels",3,3
"Sphericity_mean",0.00129719369202849,0.00129719369202849,"Herbaceous fuels",3,3
"Omnivariance_mean",0.00126785301464211,0.00126785301464211,"Herbaceous fuels",3,3
"SD_PropOcc_FullROI",-0.00115623603537431,0.00115623603537431,"Herbaceous fuels",3,3
"X.Occlusion_RelZ0_0.25",-0.00115560675714463,0.00115560675714463,"Herbaceous fuels",3,3
"Mean_PropOcc_RelZ0_0.25",-0.00114536949772887,0.00114536949772887,"Herbaceous fuels",3,3
"ChangeCurvature_mean",0.0011368663471982,0.0011368663471982,"Herbaceous fuels",3,3
"eSmallest_mean",0.0164351651674142,0.0164351651674142,"Herbaceous fuels",3,4
"imean",0.0150794735125635,0.0150794735125635,"Herbaceous fuels",3,4
"Total_PAD_FullROI",-0.00448748861830337,0.00448748861830337,"Herbaceous fuels",3,4
"SD_PropOcc_RelZ1.05_2.00",-0.00307774979420634,0.00307774979420634,"Herbaceous fuels",3,4
"PCA1_mean",0.00212763830494278,0.00212763830494278,"Herbaceous fuels",3,4
"Percent.Below.20th.Quantile",0.00024350942273744,0.00024350942273744,"Herbaceous fuels",3,4
"Mean_PAD_RelZ1.05_2.00",-0.00020763183598934,0.00020763183598934,"Herbaceous fuels",3,4
"Total_PAD_RelZ0.55_1.00",-0.000103265259257752,0.000103265259257752,"Herbaceous fuels",3,4
"lad_min",-2.62894903404506e-05,2.62894903404506e-05,"Herbaceous fuels",3,4
"PC_Density_m3",0,0,"Herbaceous fuels",3,4
"imean",0.00590990696650371,0.00590990696650371,"Herbaceous fuels",3,5
"Total_PAD_FullROI",-0.00364577781618235,0.00364577781618235,"Herbaceous fuels",3,5
"Percent.Below.20th.Quantile",0.00352627863380751,0.00352627863380751,"Herbaceous fuels",3,5
"eSmallest_mean",0.00347942657155824,0.00347942657155824,"Herbaceous fuels",3,5
"Anisotropy_mean",-0.00277947975632275,0.00277947975632275,"Herbaceous fuels",3,5
"Linearity_mean",-0.00277027647182751,0.00277027647182751,"Herbaceous fuels",3,5
"PC_Strata_0.25.0.50",0.00274135704486668,0.00274135704486668,"Herbaceous fuels",3,5
"lad_min",-0.00268753734434997,0.00268753734434997,"Herbaceous fuels",3,5
"Nx_mean",0.00258642655680531,0.00258642655680531,"Herbaceous fuels",3,5
"Anisotropy_sd",0.00210689089097611,0.00210689089097611,"Herbaceous fuels",3,5
"imean",0.00639786538973143,0.00639786538973143,"Herbaceous fuels",4,1
"Percent.Below.20th.Quantile",0.00377707131574959,0.00377707131574959,"Herbaceous fuels",4,1
"eSmallest_mean",0.00317609941791052,0.00317609941791052,"Herbaceous fuels",4,1
"eLargest_sd",-0.00240252035245728,0.00240252035245728,"Herbaceous fuels",4,1
"Sphericity_mean",0.00222773779264619,0.00222773779264619,"Herbaceous fuels",4,1
"Anisotropy_mean",-0.0021427393231863,0.0021427393231863,"Herbaceous fuels",4,1
"Omnivariance_mean",0.00209992757768972,0.00209992757768972,"Herbaceous fuels",4,1
"lad_min",-0.00203436285050646,0.00203436285050646,"Herbaceous fuels",4,1
"Total_PAD_FullROI",-0.00184967879406861,0.00184967879406861,"Herbaceous fuels",4,1
"SD_PropOcc_FullROI",-0.00138100153680726,0.00138100153680726,"Herbaceous fuels",4,1
"eSmallest_mean",0.0177780754518595,0.0177780754518595,"Herbaceous fuels",4,2
"imean",0.0107124900613466,0.0107124900613466,"Herbaceous fuels",4,2
"Total_PAD_FullROI",-0.0034100614082213,0.0034100614082213,"Herbaceous fuels",4,2
"Mean_PAD_RelZ1.05_2.00",-0.00183307099789885,0.00183307099789885,"Herbaceous fuels",4,2
"Mean_PAD_RelZ0.55_1.00",-0.00126855961879872,0.00126855961879872,"Herbaceous fuels",4,2
"Skew_PropOcc_RelZ0_0.25",0.00116518058508378,0.00116518058508378,"Herbaceous fuels",4,2
"lad_min",-0.00068398942057207,0.00068398942057207,"Herbaceous fuels",4,2
"Percent.Below.20th.Quantile",9.38386655305691e-05,9.38386655305691e-05,"Herbaceous fuels",4,2
"zpcum7",6.05727108591241e-05,6.05727108591241e-05,"Herbaceous fuels",4,2
"PC_Density_m3",0,0,"Herbaceous fuels",4,2
"imean",0.0140604338147645,0.0140604338147645,"Herbaceous fuels",4,3
"eSmallest_mean",0.00875687543234198,0.00875687543234198,"Herbaceous fuels",4,3
"Total_PAD_FullROI",-0.00620018014244227,0.00620018014244227,"Herbaceous fuels",4,3
"Anisotropy_mean",-0.00471468465248149,0.00471468465248149,"Herbaceous fuels",4,3
"Percent.Below.20th.Quantile",0.00457910906073781,0.00457910906073781,"Herbaceous fuels",4,3
"PCA1_mean",0.00340827770080823,0.00340827770080823,"Herbaceous fuels",4,3
"Linearity_mean",-0.00267191522389383,0.00267191522389383,"Herbaceous fuels",4,3
"eMedium_sd",0.00155148447843733,0.00155148447843733,"Herbaceous fuels",4,3
"SD_PropOcc_FullROI",-0.00113682354102565,0.00113682354102565,"Herbaceous fuels",4,3
"area",0.000979934906992412,0.000979934906992412,"Herbaceous fuels",4,3
"imean",0.00259737926474173,0.00259737926474173,"Herbaceous fuels",4,4
"eSmallest_mean",0.00229388940139285,0.00229388940139285,"Herbaceous fuels",4,4
"iskew",-0.002129790589235,0.002129790589235,"Herbaceous fuels",4,4
"Anisotropy_mean",-0.00204915550463998,0.00204915550463998,"Herbaceous fuels",4,4
"Omnivariance_mean",0.00204752581394256,0.00204752581394256,"Herbaceous fuels",4,4
"Sphericity_mean",0.00186919769150308,0.00186919769150308,"Herbaceous fuels",4,4
"Percent.Below.20th.Quantile",0.00166103013470414,0.00166103013470414,"Herbaceous fuels",4,4
"Nx_mean",0.00143495959104653,0.00143495959104653,"Herbaceous fuels",4,4
"SD_PropOcc_RelZ1.05_2.00",-0.00121923878270962,0.00121923878270962,"Herbaceous fuels",4,4
"ChangeCurvature_mean",0.00117650951161577,0.00117650951161577,"Herbaceous fuels",4,4
"imean",0.00244149846366541,0.00244149846366541,"Herbaceous fuels",4,5
"eSmallest_mean",0.00144220957368235,0.00144220957368235,"Herbaceous fuels",4,5
"Anisotropy_mean",-0.00135981055093186,0.00135981055093186,"Herbaceous fuels",4,5
"Sphericity_mean",0.00131222074013085,0.00131222074013085,"Herbaceous fuels",4,5
"Omnivariance_mean",0.00127307275919353,0.00127307275919353,"Herbaceous fuels",4,5
"iskew",-0.00124930181491279,0.00124930181491279,"Herbaceous fuels",4,5
"Percent.Below.20th.Quantile",0.00122639390855324,0.00122639390855324,"Herbaceous fuels",4,5
"lad_min",-0.00119962462585598,0.00119962462585598,"Herbaceous fuels",4,5
"Nx_mean",0.00115452612362461,0.00115452612362461,"Herbaceous fuels",4,5
"ChangeCurvature_mean",0.00112977577901327,0.00112977577901327,"Herbaceous fuels",4,5
"eSmallest_mean",0.0129989879775229,0.0129989879775229,"Herbaceous fuels",5,1
"imean",0.0124638080641553,0.0124638080641553,"Herbaceous fuels",5,1
"Total_PAD_FullROI",-0.00459882983609144,0.00459882983609144,"Herbaceous fuels",5,1
"Percent.Below.20th.Quantile",0.00386141183170171,0.00386141183170171,"Herbaceous fuels",5,1
"iskew",-0.00292205071038241,0.00292205071038241,"Herbaceous fuels",5,1
"SD_PropOcc_RelZ1.05_2.00",-0.00230708213660721,0.00230708213660721,"Herbaceous fuels",5,1
"lad_min",-0.00106618515797551,0.00106618515797551,"Herbaceous fuels",5,1
"PCA1_mean",0.000995413913938548,0.000995413913938548,"Herbaceous fuels",5,1
"Anisotropy_mean",-0.000824642676583372,0.000824642676583372,"Herbaceous fuels",5,1
"PC_Density_m3",0,0,"Herbaceous fuels",5,1
"eSmallest_mean",0.0152891166385884,0.0152891166385884,"Herbaceous fuels",5,2
"imean",0.00708842001916902,0.00708842001916902,"Herbaceous fuels",5,2
"Percent.Below.20th.Quantile",0.00517136183243245,0.00517136183243245,"Herbaceous fuels",5,2
"Total_PAD_FullROI",-0.00395088590169852,0.00395088590169852,"Herbaceous fuels",5,2
"SD_PropOcc_RelZ1.05_2.00",-0.00227457502578581,0.00227457502578581,"Herbaceous fuels",5,2
"Skew_PropOcc_RelZ0_0.25",0.00215486155198487,0.00215486155198487,"Herbaceous fuels",5,2
"lad_min",-0.00172485778305032,0.00172485778305032,"Herbaceous fuels",5,2
"Percent_EmptySpace_RelZ1.05_2.00",0.000954647402469213,0.000954647402469213,"Herbaceous fuels",5,2
"Linearity_mean",-0.000677685009709186,0.000677685009709186,"Herbaceous fuels",5,2
"Mean_PAD_RelZ1.05_2.00",-0.000646313891908606,0.000646313891908606,"Herbaceous fuels",5,2
"eSmallest_mean",0.0137750329197894,0.0137750329197894,"Herbaceous fuels",5,3
"imean",0.00998182580234016,0.00998182580234016,"Herbaceous fuels",5,3
"Percent_EmptySpace_RelZ1.05_2.00",0.00153802271369589,0.00153802271369589,"Herbaceous fuels",5,3
"Total_PAD_RelZ0.55_1.00",-0.00100224410228576,0.00100224410228576,"Herbaceous fuels",5,3
"SD_PropOcc_RelZ1.05_2.00",-0.000641092635224174,0.000641092635224174,"Herbaceous fuels",5,3
"Total_PAD_FullROI",-0.000261612883082648,0.000261612883082648,"Herbaceous fuels",5,3
"Mean_PAD_RelZ1.05_2.00",-5.83651997934621e-05,5.83651997934621e-05,"Herbaceous fuels",5,3
"PC_Density_m3",0,0,"Herbaceous fuels",5,3
"cHull_vol",0,0,"Herbaceous fuels",5,3
"Alpha_Vol_m3",0,0,"Herbaceous fuels",5,3
"imean",0.0131479683575433,0.0131479683575433,"Herbaceous fuels",5,4
"eSmallest_mean",0.0125033116518154,0.0125033116518154,"Herbaceous fuels",5,4
"Total_PAD_FullROI",-0.00423673035359184,0.00423673035359184,"Herbaceous fuels",5,4
"Percent.Below.20th.Quantile",0.00201907994960826,0.00201907994960826,"Herbaceous fuels",5,4
"PC_Strata_0.50.1.00",-0.00147925517734402,0.00147925517734402,"Herbaceous fuels",5,4
"Total_PAD_RelZ0.55_1.00",-0.00115107546057772,0.00115107546057772,"Herbaceous fuels",5,4
"PCA2_mean",0.000139129543413932,0.000139129543413932,"Herbaceous fuels",5,4
"PC_Density_m3",0,0,"Herbaceous fuels",5,4
"cHull_vol",0,0,"Herbaceous fuels",5,4
"Alpha_Vol_m3",0,0,"Herbaceous fuels",5,4
"imean",0.00521103398556023,0.00521103398556023,"Herbaceous fuels",5,5
"eSmallest_mean",0.00370884993815492,0.00370884993815492,"Herbaceous fuels",5,5
"PC_Strata_0.25.0.50",0.0031600413107133,0.0031600413107133,"Herbaceous fuels",5,5
"Total_PAD_FullROI",-0.00314601324609423,0.00314601324609423,"Herbaceous fuels",5,5
"Percent.Below.20th.Quantile",0.00311754957173216,0.00311754957173216,"Herbaceous fuels",5,5
"Anisotropy_mean",-0.00297553867243538,0.00297553867243538,"Herbaceous fuels",5,5
"lad_min",-0.00286203873575782,0.00286203873575782,"Herbaceous fuels",5,5
"Linearity_mean",-0.00254412729671263,0.00254412729671263,"Herbaceous fuels",5,5
"Omnivariance_mean",0.00219708293932097,0.00219708293932097,"Herbaceous fuels",5,5
"Sphericity_mean",0.00219397665000064,0.00219397665000064,"Herbaceous fuels",5,5
"imean",0.00564464002425402,0.00564464002425402,"Herbaceous fuels",6,1
"eSmallest_mean",0.00363930389502959,0.00363930389502959,"Herbaceous fuels",6,1
"Anisotropy_mean",-0.00296258010742299,0.00296258010742299,"Herbaceous fuels",6,1
"Omnivariance_mean",0.00273963732231869,0.00273963732231869,"Herbaceous fuels",6,1
"Sphericity_mean",0.00268913442523728,0.00268913442523728,"Herbaceous fuels",6,1
"Percent.Below.20th.Quantile",0.00267714798966546,0.00267714798966546,"Herbaceous fuels",6,1
"Total_PAD_FullROI",-0.0026227443497727,0.0026227443497727,"Herbaceous fuels",6,1
"lad_min",-0.00256373258890216,0.00256373258890216,"Herbaceous fuels",6,1
"SD_PropOcc_RelZ1.05_2.00",-0.00180063104494864,0.00180063104494864,"Herbaceous fuels",6,1
"ChangeCurvature_mean",0.00154945209529302,0.00154945209529302,"Herbaceous fuels",6,1
"imean",0.00781796115956616,0.00781796115956616,"Herbaceous fuels",6,2
"Total_PAD_FullROI",-0.00625079925270544,0.00625079925270544,"Herbaceous fuels",6,2
"PCA1_mean",0.00593175242099472,0.00593175242099472,"Herbaceous fuels",6,2
"Nx_mean",0.00505090499146618,0.00505090499146618,"Herbaceous fuels",6,2
"eSmallest_mean",0.00469126595043599,0.00469126595043599,"Herbaceous fuels",6,2
"PC_Strata_0.25.0.50",0.00427016670681007,0.00427016670681007,"Herbaceous fuels",6,2
"MomentOrder1_mean",-0.00409873308620136,0.00409873308620136,"Herbaceous fuels",6,2
"Percent.Below.20th.Quantile",0.00310952067481812,0.00310952067481812,"Herbaceous fuels",6,2
"Anisotropy_mean",-0.00292754828814165,0.00292754828814165,"Herbaceous fuels",6,2
"Linearity_mean",-0.00289932979588689,0.00289932979588689,"Herbaceous fuels",6,2
"eSmallest_mean",0.0102092121869702,0.0102092121869702,"Herbaceous fuels",6,3
"imean",0.00939393354057018,0.00939393354057018,"Herbaceous fuels",6,3
"iskew",-0.00220191159877368,0.00220191159877368,"Herbaceous fuels",6,3
"Percent.Below.20th.Quantile",0.0012778520152103,0.0012778520152103,"Herbaceous fuels",6,3
"SD_PropOcc_RelZ1.05_2.00",-0.00113711528141909,0.00113711528141909,"Herbaceous fuels",6,3
"Percent_EmptySpace_RelZ1.05_2.00",0.000418739554336908,0.000418739554336908,"Herbaceous fuels",6,3
"PC_Density_m3",0,0,"Herbaceous fuels",6,3
"cHull_vol",0,0,"Herbaceous fuels",6,3
"Alpha_Vol_m3",0,0,"Herbaceous fuels",6,3
"horizontalRumpel",0,0,"Herbaceous fuels",6,3
"imean",0.00983144700167164,0.00983144700167164,"Herbaceous fuels",6,4
"eSmallest_mean",0.00811703051541852,0.00811703051541852,"Herbaceous fuels",6,4
"Anisotropy_mean",-0.00511798657378917,0.00511798657378917,"Herbaceous fuels",6,4
"lad_min",-0.00387673313794675,0.00387673313794675,"Herbaceous fuels",6,4
"MomentOrder1_mean",-0.00361482651650253,0.00361482651650253,"Herbaceous fuels",6,4
"Total_PAD_FullROI",-0.00359039657335163,0.00359039657335163,"Herbaceous fuels",6,4
"Percent.Below.20th.Quantile",0.00337990413672061,0.00337990413672061,"Herbaceous fuels",6,4
"Sphericity_mean",0.00264228915136448,0.00264228915136448,"Herbaceous fuels",6,4
"Percent_EmptySpace_RelZ1.05_2.00",0.00236792032276638,0.00236792032276638,"Herbaceous fuels",6,4
"Mean_PAD_RelZ1.05_2.00",-0.00191988426290326,0.00191988426290326,"Herbaceous fuels",6,4
"eSmallest_mean",0.0137883586464493,0.0137883586464493,"Herbaceous fuels",6,5
"imean",0.0133918239844316,0.0133918239844316,"Herbaceous fuels",6,5
"Percent.Below.20th.Quantile",0.00587656002226862,0.00587656002226862,"Herbaceous fuels",6,5
"Total_PAD_FullROI",-0.00291909569482836,0.00291909569482836,"Herbaceous fuels",6,5
"SD_PropOcc_FullROI",-0.00271086647832065,0.00271086647832065,"Herbaceous fuels",6,5
"Total_PAD_RelZ0.55_1.00",-0.0016231214034402,0.0016231214034402,"Herbaceous fuels",6,5
"Mean_PAD_RelZ0.55_1.00",-0.000883885334480359,0.000883885334480359,"Herbaceous fuels",6,5
"Percent.Below.90th.Quantile",-0.000156275699635707,0.000156275699635707,"Herbaceous fuels",6,5
"PC_Density_m3",0,0,"Herbaceous fuels",6,5
"cHull_vol",0,0,"Herbaceous fuels",6,5
"eSmallest_mean",0.011331728731108,0.011331728731108,"Herbaceous fuels",7,1
"imean",0.00551572747391664,0.00551572747391664,"Herbaceous fuels",7,1
"Percent.Below.20th.Quantile",0.000259789503638633,0.000259789503638633,"Herbaceous fuels",7,1
"PC_Density_m3",0,0,"Herbaceous fuels",7,1
"cHull_vol",0,0,"Herbaceous fuels",7,1
"Alpha_Vol_m3",0,0,"Herbaceous fuels",7,1
"horizontalRumpel",0,0,"Herbaceous fuels",7,1
"mean_vox_ht",0,0,"Herbaceous fuels",7,1
"sd_vox_ht",0,0,"Herbaceous fuels",7,1
"zmax",0,0,"Herbaceous fuels",7,1
"imean",0.0113782026437235,0.0113782026437235,"Herbaceous fuels",7,2
"MomentOrder1_mean",-0.0111998922037815,0.0111998922037815,"Herbaceous fuels",7,2
"Planarity_sd",-0.00749062608834403,0.00749062608834403,"Herbaceous fuels",7,2
"PC_Strata_0.25.0.50",0.00731746237924689,0.00731746237924689,"Herbaceous fuels",7,2
"Percent.Below.20th.Quantile",0.00726706699795477,0.00726706699795477,"Herbaceous fuels",7,2
"NormalChangeRate_sd",-0.00720864058764463,0.00720864058764463,"Herbaceous fuels",7,2
"Verticality_mean",0.00651395370026473,0.00651395370026473,"Herbaceous fuels",7,2
"Mean_PAD_RelZ1.05_2.00",-0.00620366953650376,0.00620366953650376,"Herbaceous fuels",7,2
"Ny_mean",-0.00602600831696725,0.00602600831696725,"Herbaceous fuels",7,2
"Euphotic",0.00601219174665775,0.00601219174665775,"Herbaceous fuels",7,2
"imean",0.00754009045252303,0.00754009045252303,"Herbaceous fuels",7,3
"Percent.Below.20th.Quantile",0.00621941664008284,0.00621941664008284,"Herbaceous fuels",7,3
"eSmallest_mean",0.00424787751775356,0.00424787751775356,"Herbaceous fuels",7,3
"Anisotropy_mean",-0.00319510987102881,0.00319510987102881,"Herbaceous fuels",7,3
"lad_min",-0.00272683554876317,0.00272683554876317,"Herbaceous fuels",7,3
"Omnivariance_mean",0.0025749721051252,0.0025749721051252,"Herbaceous fuels",7,3
"Skew_PropOcc_RelZ0_0.25",0.00230632929769553,0.00230632929769553,"Herbaceous fuels",7,3
"Sphericity_mean",0.00229716535640897,0.00229716535640897,"Herbaceous fuels",7,3
"Total_PAD_FullROI",-0.00197074347831248,0.00197074347831248,"Herbaceous fuels",7,3
"Linearity_mean",-0.00190953388848056,0.00190953388848056,"Herbaceous fuels",7,3
"imean",0.00671628278449475,0.00671628278449475,"Herbaceous fuels",7,4
"eSmallest_mean",0.0037116392239074,0.0037116392239074,"Herbaceous fuels",7,4
"Anisotropy_mean",-0.00298480689349161,0.00298480689349161,"Herbaceous fuels",7,4
"Omnivariance_mean",0.00273729517344534,0.00273729517344534,"Herbaceous fuels",7,4
"Sphericity_mean",0.00263433137246757,0.00263433137246757,"Herbaceous fuels",7,4
"iskew",-0.0025430455579988,0.0025430455579988,"Herbaceous fuels",7,4
"PC_Strata_0.25.0.50",0.0025358298527541,0.0025358298527541,"Herbaceous fuels",7,4
"lad_min",-0.00218980890103065,0.00218980890103065,"Herbaceous fuels",7,4
"Total_PAD_FullROI",-0.00206014440062113,0.00206014440062113,"Herbaceous fuels",7,4
"Linearity_mean",-0.00185994495545771,0.00185994495545771,"Herbaceous fuels",7,4
"imean",0.00765430526934367,0.00765430526934367,"Herbaceous fuels",7,5
"eSmallest_mean",0.00381008413810043,0.00381008413810043,"Herbaceous fuels",7,5
"Anisotropy_mean",-0.00346841430920784,0.00346841430920784,"Herbaceous fuels",7,5
"PCA1_mean",0.00300425920180909,0.00300425920180909,"Herbaceous fuels",7,5
"Percent.Below.20th.Quantile",0.0029034402845277,0.0029034402845277,"Herbaceous fuels",7,5
"Omnivariance_mean",0.00274589048072726,0.00274589048072726,"Herbaceous fuels",7,5
"Percent_EmptySpace_RelZ1.05_2.00",0.00261681767174236,0.00261681767174236,"Herbaceous fuels",7,5
"lad_min",-0.0025878677932696,0.0025878677932696,"Herbaceous fuels",7,5
"Sphericity_mean",0.00240825647325976,0.00240825647325976,"Herbaceous fuels",7,5
"area",0.00203468274615278,0.00203468274615278,"Herbaceous fuels",7,5
"eSmallest_mean",0.0166776046579538,0.0166776046579538,"Herbaceous fuels",8,1
"imean",0.0133680457449872,0.0133680457449872,"Herbaceous fuels",8,1
"Total_PAD_FullROI",-0.00711144947061014,0.00711144947061014,"Herbaceous fuels",8,1
"lad_min",-0.00427419994097584,0.00427419994097584,"Herbaceous fuels",8,1
"Percent.Below.20th.Quantile",0.00314187188994071,0.00314187188994071,"Herbaceous fuels",8,1
"Nx_mean",0.00272194626057018,0.00272194626057018,"Herbaceous fuels",8,1
"PC_Strata_0.50.1.00",-0.00202557942921826,0.00202557942921826,"Herbaceous fuels",8,1
"SD_PropOcc_FullROI",-0.00187898331264192,0.00187898331264192,"Herbaceous fuels",8,1
"zq90",-0.00145212545172825,0.00145212545172825,"Herbaceous fuels",8,1
"Mean_PropOcc_RelZ0_0.25",-0.00127929081543596,0.00127929081543596,"Herbaceous fuels",8,1
"imean",0.00542738792923279,0.00542738792923279,"Herbaceous fuels",8,2
"eSmallest_mean",0.00353415079041288,0.00353415079041288,"Herbaceous fuels",8,2
"PCA1_mean",0.00348934968283619,0.00348934968283619,"Herbaceous fuels",8,2
"Anisotropy_mean",-0.00285852545760721,0.00285852545760721,"Herbaceous fuels",8,2
"PC_Strata_0.25.0.50",0.00274070061991794,0.00274070061991794,"Herbaceous fuels",8,2
"Total_PAD_FullROI",-0.00255947197772897,0.00255947197772897,"Herbaceous fuels",8,2
"Percent.Below.20th.Quantile",0.0023881842044795,0.0023881842044795,"Herbaceous fuels",8,2
"Linearity_mean",-0.00228916517722302,0.00228916517722302,"Herbaceous fuels",8,2
"Sphericity_mean",0.00219794559207054,0.00219794559207054,"Herbaceous fuels",8,2
"Omnivariance_mean",0.00205844912048634,0.00205844912048634,"Herbaceous fuels",8,2
"eSmallest_mean",0.0184904637884991,0.0184904637884991,"Herbaceous fuels",8,3
"imean",0.010786638614342,0.010786638614342,"Herbaceous fuels",8,3
"Total_PAD_FullROI",-0.00653660440902181,0.00653660440902181,"Herbaceous fuels",8,3
"Percent_EmptySpace_RelZ1.05_2.00",0.00377241189234402,0.00377241189234402,"Herbaceous fuels",8,3
"lad_min",-0.00231628418871164,0.00231628418871164,"Herbaceous fuels",8,3
"Total_PAD_RelZ0.55_1.00",-0.000777589220754526,0.000777589220754526,"Herbaceous fuels",8,3
"PC_Density_m3",0,0,"Herbaceous fuels",8,3
"cHull_vol",0,0,"Herbaceous fuels",8,3
"Alpha_Vol_m3",0,0,"Herbaceous fuels",8,3
"horizontalRumpel",0,0,"Herbaceous fuels",8,3
"imean",0.00589777104337951,0.00589777104337951,"Herbaceous fuels",8,4
"Percent.Below.20th.Quantile",0.00395891783313858,0.00395891783313858,"Herbaceous fuels",8,4
"eSmallest_mean",0.00259132329221161,0.00259132329221161,"Herbaceous fuels",8,4
"Anisotropy_mean",-0.00240649698083651,0.00240649698083651,"Herbaceous fuels",8,4
"Omnivariance_mean",0.00197717529148138,0.00197717529148138,"Herbaceous fuels",8,4
"Sphericity_mean",0.00197170582515456,0.00197170582515456,"Herbaceous fuels",8,4
"iskew",-0.00170523252708529,0.00170523252708529,"Herbaceous fuels",8,4
"Mean_PropOcc_RelZ0_0.25",-0.00167548141693992,0.00167548141693992,"Herbaceous fuels",8,4
"X.Occlusion_RelZ0_0.25",-0.00166412519019533,0.00166412519019533,"Herbaceous fuels",8,4
"SD_PropOcc_RelZ1.05_2.00",-0.00159746737246307,0.00159746737246307,"Herbaceous fuels",8,4
"imean",0.00278032102672347,0.00278032102672347,"Herbaceous fuels",8,5
"lad_min",-0.00175698411058043,0.00175698411058043,"Herbaceous fuels",8,5
"eSmallest_mean",0.00153569386801457,0.00153569386801457,"Herbaceous fuels",8,5
"Anisotropy_mean",-0.00145258952638567,0.00145258952638567,"Herbaceous fuels",8,5
"Sphericity_mean",0.00137452178178424,0.00137452178178424,"Herbaceous fuels",8,5
"Omnivariance_mean",0.00135113055612998,0.00135113055612998,"Herbaceous fuels",8,5
"Skew_PropOcc_RelZ0_0.25",0.0011799511386705,0.0011799511386705,"Herbaceous fuels",8,5
"iskew",-0.00117629810870777,0.00117629810870777,"Herbaceous fuels",8,5
"Curvature_mean",0.00117450271070654,0.00117450271070654,"Herbaceous fuels",8,5
"ChangeCurvature_mean",0.0011703969499925,0.0011703969499925,"Herbaceous fuels",8,5
"imean",0.00811843581301436,0.00811843581301436,"Herbaceous fuels",9,1
"PCA1_mean",0.00660795497888402,0.00660795497888402,"Herbaceous fuels",9,1
"eSmallest_mean",0.00493015339632095,0.00493015339632095,"Herbaceous fuels",9,1
"Total_PAD_FullROI",-0.00480224230180417,0.00480224230180417,"Herbaceous fuels",9,1
"lad_min",-0.00405646049277471,0.00405646049277471,"Herbaceous fuels",9,1
"SD_PropOcc_FullROI",-0.0031503563422778,0.0031503563422778,"Herbaceous fuels",9,1
"Anisotropy_mean",-0.00304982959645437,0.00304982959645437,"Herbaceous fuels",9,1
"iskew",-0.00291357798491003,0.00291357798491003,"Herbaceous fuels",9,1
"PC_Strata_0.25.0.50",0.00291141434728774,0.00291141434728774,"Herbaceous fuels",9,1
"Sphericity_mean",0.00271292772918996,0.00271292772918996,"Herbaceous fuels",9,1
"imean",0.00808235626632505,0.00808235626632505,"Herbaceous fuels",9,2
"eSmallest_mean",0.00629982654648223,0.00629982654648223,"Herbaceous fuels",9,2
"Anisotropy_mean",-0.00258573078536913,0.00258573078536913,"Herbaceous fuels",9,2
"Percent.Below.20th.Quantile",0.00247114704819187,0.00247114704819187,"Herbaceous fuels",9,2
"SD_PropOcc_RelZ1.05_2.00",-0.00180937914454523,0.00180937914454523,"Herbaceous fuels",9,2
"Sphericity_mean",0.00176740419302641,0.00176740419302641,"Herbaceous fuels",9,2
"iskew",-0.00176101860208883,0.00176101860208883,"Herbaceous fuels",9,2
"Omnivariance_mean",0.00127602459020541,0.00127602459020541,"Herbaceous fuels",9,2
"Percent_EmptySpace_RelZ1.05_2.00",0.00123315012217233,0.00123315012217233,"Herbaceous fuels",9,2
"eSmallest_sd",0.000920422549943487,0.000920422549943487,"Herbaceous fuels",9,2
"imean",0.00735574456617216,0.00735574456617216,"Herbaceous fuels",9,3
"eSmallest_mean",0.00286708697337174,0.00286708697337174,"Herbaceous fuels",9,3
"Omnivariance_mean",0.00270378504165657,0.00270378504165657,"Herbaceous fuels",9,3
"Anisotropy_mean",-0.00245675350630109,0.00245675350630109,"Herbaceous fuels",9,3
"Percent.Below.20th.Quantile",0.0024420962030467,0.0024420962030467,"Herbaceous fuels",9,3
"Sphericity_mean",0.00201599083817529,0.00201599083817529,"Herbaceous fuels",9,3
"lad_min",-0.00190725205013195,0.00190725205013195,"Herbaceous fuels",9,3
"PC_Strata_0.25.0.50",0.00189572151536943,0.00189572151536943,"Herbaceous fuels",9,3
"Total_PAD_FullROI",-0.00152652324298501,0.00152652324298501,"Herbaceous fuels",9,3
"SD_PropOcc_RelZ1.05_2.00",-0.00147066213960357,0.00147066213960357,"Herbaceous fuels",9,3
"eSmallest_mean",0.0126664570751205,0.0126664570751205,"Herbaceous fuels",9,4
"imean",0.0116292131811535,0.0116292131811535,"Herbaceous fuels",9,4
"Percent.Below.20th.Quantile",0.00586615437687791,0.00586615437687791,"Herbaceous fuels",9,4
