"Predictor","Coefficient","AbsCoef","Dataset","Repeat","Fold"
"Linearity_mean",0.250178545170327,0.250178545170327,"Total surface fuels",1,1
"Total_PAD_RelZ0.55_1.00",0.245073596190195,0.245073596190195,"Total surface fuels",1,1
"Total_PAD_RelZ0.30_0.50",0.231646756833469,0.231646756833469,"Total surface fuels",1,1
"Ny_mean",0.175208254515067,0.175208254515067,"Total surface fuels",1,1
"lad_max",0.133170664174441,0.133170664174441,"Total surface fuels",1,1
"SD_PropOcc_RelZ0.55_1.00",0.0565198055095358,0.0565198055095358,"Total surface fuels",1,1
"Mean_PAD_RelZ0.30_0.50",0.0539020309077103,0.0539020309077103,"Total surface fuels",1,1
"PCA2_sd",-0.0282704429504046,0.0282704429504046,"Total surface fuels",1,1
"Anisotropy_sd",-0.0246980361159797,0.0246980361159797,"Total surface fuels",1,1
"Mean_PAD_RelZ0.55_1.00",0.0056318404731919,0.0056318404731919,"Total surface fuels",1,1
"Percent.Below.30th.Quantile",0.0267102052566541,0.0267102052566541,"Total surface fuels",1,2
"lad_max",0.0260749003291686,0.0260749003291686,"Total surface fuels",1,2
"Ny_mean",0.023470338619862,0.023470338619862,"Total surface fuels",1,2
"lad_mean",0.0226292079920258,0.0226292079920258,"Total surface fuels",1,2
"Percent.Below.40th.Quantile",0.0219438936736188,0.0219438936736188,"Total surface fuels",1,2
"lad_sum",0.0208924155779838,0.0208924155779838,"Total surface fuels",1,2
"Percent.Below.20th.Quantile",0.0168213125867508,0.0168213125867508,"Total surface fuels",1,2
"Percent.Below.10th.Quantile",-0.0161593959512547,0.0161593959512547,"Total surface fuels",1,2
"zpcum1",-0.0153460917273678,0.0153460917273678,"Total surface fuels",1,2
"PCA2_mean",0.0148715019328861,0.0148715019328861,"Total surface fuels",1,2
"lad_max",0.0189662253332426,0.0189662253332426,"Total surface fuels",1,3
"Percent.Below.40th.Quantile",0.0175201352899723,0.0175201352899723,"Total surface fuels",1,3
"lad_sum",0.0171339924254938,0.0171339924254938,"Total surface fuels",1,3
"Percent.Below.30th.Quantile",0.0153429845106466,0.0153429845106466,"Total surface fuels",1,3
"lad_mean",0.0148226197169643,0.0148226197169643,"Total surface fuels",1,3
"Ny_mean",0.01455965492285,0.01455965492285,"Total surface fuels",1,3
"ipcumzq90",0.0120771336305458,0.0120771336305458,"Total surface fuels",1,3
"PCA1_mean",0.0114185283713395,0.0114185283713395,"Total surface fuels",1,3
"Percent.Below.10th.Quantile",-0.011079856106394,0.011079856106394,"Total surface fuels",1,3
"ipcumzq70",0.0107496966179372,0.0107496966179372,"Total surface fuels",1,3
"lad_max",0.0663241891790022,0.0663241891790022,"Total surface fuels",1,4
"Ny_mean",0.0116969338655201,0.0116969338655201,"Total surface fuels",1,4
"lad_sum",0.00143005394291965,0.00143005394291965,"Total surface fuels",1,4
"PC_Density_m3",0,0,"Total surface fuels",1,4
"cHull_vol",0,0,"Total surface fuels",1,4
"Alpha_Vol_m3",0,0,"Total surface fuels",1,4
"horizontalRumpel",0,0,"Total surface fuels",1,4
"mean_vox_ht",0,0,"Total surface fuels",1,4
"sd_vox_ht",0,0,"Total surface fuels",1,4
"zmax",0,0,"Total surface fuels",1,4
"PC_Density_m3",0,0,"Total surface fuels",1,5
"cHull_vol",0,0,"Total surface fuels",1,5
"Alpha_Vol_m3",0,0,"Total surface fuels",1,5
"horizontalRumpel",0,0,"Total surface fuels",1,5
"mean_vox_ht",0,0,"Total surface fuels",1,5
"sd_vox_ht",0,0,"Total surface fuels",1,5
"zmax",0,0,"Total surface fuels",1,5
"zmean",0,0,"Total surface fuels",1,5
"zsd",0,0,"Total surface fuels",1,5
"zskew",0,0,"Total surface fuels",1,5
"PC_Density_m3",0,0,"Total surface fuels",2,1
"cHull_vol",0,0,"Total surface fuels",2,1
"Alpha_Vol_m3",0,0,"Total surface fuels",2,1
"horizontalRumpel",0,0,"Total surface fuels",2,1
"mean_vox_ht",0,0,"Total surface fuels",2,1
"sd_vox_ht",0,0,"Total surface fuels",2,1
"zmax",0,0,"Total surface fuels",2,1
"zmean",0,0,"Total surface fuels",2,1
"zsd",0,0,"Total surface fuels",2,1
"zskew",0,0,"Total surface fuels",2,1
"Percent.Below.30th.Quantile",0.127058369560826,0.127058369560826,"Total surface fuels",2,2
"lad_max",0.122583695028358,0.122583695028358,"Total surface fuels",2,2
"lad_mean",0.100257157700925,0.100257157700925,"Total surface fuels",2,2
"PCA2_mean",0.0989368273766351,0.0989368273766351,"Total surface fuels",2,2
"Ny_mean",0.0988992570996852,0.0988992570996852,"Total surface fuels",2,2
"lad_sum",0.092895079684261,0.092895079684261,"Total surface fuels",2,2
"Percent.Below.40th.Quantile",0.0872900462219732,0.0872900462219732,"Total surface fuels",2,2
"PCA1_mean",0.0767680094973816,0.0767680094973816,"Total surface fuels",2,2
"Percent.Below.20th.Quantile",0.0733180415440639,0.0733180415440639,"Total surface fuels",2,2
"Percent.Below.10th.Quantile",-0.0669823583611525,0.0669823583611525,"Total surface fuels",2,2
"Total_PAD_RelZ0.30_0.50",0.0280305705995228,0.0280305705995228,"Total surface fuels",2,3
"Ny_mean",0.0256518882357364,0.0256518882357364,"Total surface fuels",2,3
"SD_PropOcc_RelZ0.55_1.00",0.0225120198706609,0.0225120198706609,"Total surface fuels",2,3
"Mean_PAD_RelZ0.30_0.50",0.00979932314205738,0.00979932314205738,"Total surface fuels",2,3
"PC_Density_m3",0,0,"Total surface fuels",2,3
"cHull_vol",0,0,"Total surface fuels",2,3
"Alpha_Vol_m3",0,0,"Total surface fuels",2,3
"horizontalRumpel",0,0,"Total surface fuels",2,3
"mean_vox_ht",0,0,"Total surface fuels",2,3
"sd_vox_ht",0,0,"Total surface fuels",2,3
"Percent.Below.30th.Quantile",0.291396889443192,0.291396889443192,"Total surface fuels",2,4
"Ny_mean",0.24694321861483,0.24694321861483,"Total surface fuels",2,4
"lad_max",0.227794170495267,0.227794170495267,"Total surface fuels",2,4
"Percent.Below.40th.Quantile",0.187976134169931,0.187976134169931,"Total surface fuels",2,4
"PCA1_mean",0.184463072090576,0.184463072090576,"Total surface fuels",2,4
"PCA2_mean",0.178589458534138,0.178589458534138,"Total surface fuels",2,4
"Percent.Below.20th.Quantile",0.17577369365484,0.17577369365484,"Total surface fuels",2,4
"lad_sum",0.165964121914496,0.165964121914496,"Total surface fuels",2,4
"zq5",-0.148303811303586,0.148303811303586,"Total surface fuels",2,4
"lad_mean",0.146956030982268,0.146956030982268,"Total surface fuels",2,4
"lad_max",0.0276564232060154,0.0276564232060154,"Total surface fuels",2,5
"Percent.Below.30th.Quantile",0.0249074595269283,0.0249074595269283,"Total surface fuels",2,5
"lad_mean",0.0234713073243982,0.0234713073243982,"Total surface fuels",2,5
"lad_sum",0.02256925945327,0.02256925945327,"Total surface fuels",2,5
"Ny_mean",0.0223823827186557,0.0223823827186557,"Total surface fuels",2,5
"Percent.Below.40th.Quantile",0.0208530376234459,0.0208530376234459,"Total surface fuels",2,5
"Percent.Below.20th.Quantile",0.0159228734004322,0.0159228734004322,"Total surface fuels",2,5
"Linearity_mean",0.0158257170761725,0.0158257170761725,"Total surface fuels",2,5
"Percent.Below.10th.Quantile",-0.0158012140570492,0.0158012140570492,"Total surface fuels",2,5
"zpcum1",-0.0142279156793781,0.0142279156793781,"Total surface fuels",2,5
"Percent.Below.30th.Quantile",0.312634838533648,0.312634838533648,"Total surface fuels",3,1
"lad_max",0.256468659607701,0.256468659607701,"Total surface fuels",3,1
"Ny_mean",0.240140769079285,0.240140769079285,"Total surface fuels",3,1
"Percent.Below.40th.Quantile",0.227914347134777,0.227914347134777,"Total surface fuels",3,1
"PCA2_mean",0.215007242626324,0.215007242626324,"Total surface fuels",3,1
"zq5",-0.2005824184904,0.2005824184904,"Total surface fuels",3,1
"PCA1_mean",0.191511324997091,0.191511324997091,"Total surface fuels",3,1
"lad_mean",0.18808292385639,0.18808292385639,"Total surface fuels",3,1
"Oligophotic",-0.184528839851617,0.184528839851617,"Total surface fuels",3,1
"lad_sum",0.1832020916987,0.1832020916987,"Total surface fuels",3,1
"PC_Density_m3",0,0,"Total surface fuels",3,2
"cHull_vol",0,0,"Total surface fuels",3,2
"Alpha_Vol_m3",0,0,"Total surface fuels",3,2
"horizontalRumpel",0,0,"Total surface fuels",3,2
"mean_vox_ht",0,0,"Total surface fuels",3,2
"sd_vox_ht",0,0,"Total surface fuels",3,2
"zmax",0,0,"Total surface fuels",3,2
"zmean",0,0,"Total surface fuels",3,2
"zsd",0,0,"Total surface fuels",3,2
"zskew",0,0,"Total surface fuels",3,2
"PC_Density_m3",0,0,"Total surface fuels",3,3
"cHull_vol",0,0,"Total surface fuels",3,3
"Alpha_Vol_m3",0,0,"Total surface fuels",3,3
"horizontalRumpel",0,0,"Total surface fuels",3,3
"mean_vox_ht",0,0,"Total surface fuels",3,3
"sd_vox_ht",0,0,"Total surface fuels",3,3
"zmax",0,0,"Total surface fuels",3,3
"zmean",0,0,"Total surface fuels",3,3
"zsd",0,0,"Total surface fuels",3,3
"zskew",0,0,"Total surface fuels",3,3
"Percent.Below.30th.Quantile",0.468844358360878,0.468844358360878,"Total surface fuels",3,4
"lad_max",0.405357324490083,0.405357324490083,"Total surface fuels",3,4
"Ny_mean",0.247056980341906,0.247056980341906,"Total surface fuels",3,4
"PC_Density_m3",0,0,"Total surface fuels",3,4
"cHull_vol",0,0,"Total surface fuels",3,4
"Alpha_Vol_m3",0,0,"Total surface fuels",3,4
"horizontalRumpel",0,0,"Total surface fuels",3,4
"mean_vox_ht",0,0,"Total surface fuels",3,4
"sd_vox_ht",0,0,"Total surface fuels",3,4
"zmax",0,0,"Total surface fuels",3,4
"Total_PAD_RelZ0.30_0.50",0.0233998888068219,0.0233998888068219,"Total surface fuels",3,5
"Linearity_mean",0.0217428047988788,0.0217428047988788,"Total surface fuels",3,5
"Total_PAD_RelZ0.55_1.00",0.0213614643872164,0.0213614643872164,"Total surface fuels",3,5
"Ny_mean",0.021183302936782,0.021183302936782,"Total surface fuels",3,5
"lad_max",0.0211596424606641,0.0211596424606641,"Total surface fuels",3,5
"SD_PropOcc_RelZ0.55_1.00",0.0197185880195624,0.0197185880195624,"Total surface fuels",3,5
"Mean_PAD_RelZ0.30_0.50",0.0192469023107203,0.0192469023107203,"Total surface fuels",3,5
"lad_sum",0.0183582651300723,0.0183582651300723,"Total surface fuels",3,5
"Mean_PAD_RelZ0.55_1.00",0.017853150463329,0.017853150463329,"Total surface fuels",3,5
"lad_mean",0.0176664811784398,0.0176664811784398,"Total surface fuels",3,5
"Total_PAD_RelZ0.30_0.50",0.0574514383381773,0.0574514383381773,"Total surface fuels",4,1
"Mean_PAD_RelZ0.30_0.50",0.0522907617933884,0.0522907617933884,"Total surface fuels",4,1
"lad_max",0.0497174815982087,0.0497174815982087,"Total surface fuels",4,1
"Ny_mean",0.0493470621445016,0.0493470621445016,"Total surface fuels",4,1
"Linearity_mean",0.0443904525616837,0.0443904525616837,"Total surface fuels",4,1
"Total_PAD_RelZ0.55_1.00",0.0424094245487618,0.0424094245487618,"Total surface fuels",4,1
"lad_sum",0.0413382002737721,0.0413382002737721,"Total surface fuels",4,1
"lad_mean",0.0397868340826864,0.0397868340826864,"Total surface fuels",4,1
"SD_PropOcc_RelZ0.55_1.00",0.0392740134553675,0.0392740134553675,"Total surface fuels",4,1
"Percent.Below.20th.Quantile",0.0372095952136421,0.0372095952136421,"Total surface fuels",4,1
"lad_max",0.0170607985193956,0.0170607985193956,"Total surface fuels",4,2
"Percent.Below.40th.Quantile",0.0158878649682586,0.0158878649682586,"Total surface fuels",4,2
"lad_sum",0.0142696291359099,0.0142696291359099,"Total surface fuels",4,2
"Percent.Below.30th.Quantile",0.0138422771469733,0.0138422771469733,"Total surface fuels",4,2
"lad_mean",0.0136557224798696,0.0136557224798696,"Total surface fuels",4,2
"Ny_mean",0.0123555976363539,0.0123555976363539,"Total surface fuels",4,2
"PCA1_mean",0.0107696224398434,0.0107696224398434,"Total surface fuels",4,2
"ipcumzq90",0.0103124944794187,0.0103124944794187,"Total surface fuels",4,2
"PCA2_mean",0.00968390550549323,0.00968390550549323,"Total surface fuels",4,2
"Percent.Below.10th.Quantile",-0.00959846710108588,0.00959846710108588,"Total surface fuels",4,2
"lad_max",0.0266637042718205,0.0266637042718205,"Total surface fuels",4,3
"Percent.Below.30th.Quantile",0.0252812528055076,0.0252812528055076,"Total surface fuels",4,3
"Ny_mean",0.0247650117037267,0.0247650117037267,"Total surface fuels",4,3
"lad_sum",0.0223593499624291,0.0223593499624291,"Total surface fuels",4,3
"lad_mean",0.0223325246423319,0.0223325246423319,"Total surface fuels",4,3
"Percent.Below.40th.Quantile",0.0210838355755475,0.0210838355755475,"Total surface fuels",4,3
"Percent.Below.10th.Quantile",-0.0168447989804687,0.0168447989804687,"Total surface fuels",4,3
"PCA2_mean",0.0163895634574011,0.0163895634574011,"Total surface fuels",4,3
"zpcum1",-0.015787464163573,0.015787464163573,"Total surface fuels",4,3
"Linearity_mean",0.0157305171203083,0.0157305171203083,"Total surface fuels",4,3
"lad_max",0.154582628700083,0.154582628700083,"Total surface fuels",4,4
"Percent.Below.30th.Quantile",0.126397473904808,0.126397473904808,"Total surface fuels",4,4
"lad_mean",0.124692347386516,0.124692347386516,"Total surface fuels",4,4
"lad_sum",0.11894332682913,0.11894332682913,"Total surface fuels",4,4
"Ny_mean",0.108078875688963,0.108078875688963,"Total surface fuels",4,4
"Percent.Below.20th.Quantile",0.0844751856760004,0.0844751856760004,"Total surface fuels",4,4
"Percent.Below.40th.Quantile",0.0831273492323572,0.0831273492323572,"Total surface fuels",4,4
"PCA2_mean",0.08250407027004,0.08250407027004,"Total surface fuels",4,4
"PCA1_mean",0.0761639745913681,0.0761639745913681,"Total surface fuels",4,4
"Percent.Below.10th.Quantile",-0.0574855440803792,0.0574855440803792,"Total surface fuels",4,4
"Percent.Below.30th.Quantile",0.0265538313862005,0.0265538313862005,"Total surface fuels",4,5
"lad_max",0.0264290459261492,0.0264290459261492,"Total surface fuels",4,5
"Ny_mean",0.0228997519892355,0.0228997519892355,"Total surface fuels",4,5
"lad_sum",0.022238829147897,0.022238829147897,"Total surface fuels",4,5
"lad_mean",0.0217689710449191,0.0217689710449191,"Total surface fuels",4,5
"Percent.Below.40th.Quantile",0.0214246128402337,0.0214246128402337,"Total surface fuels",4,5
"Percent.Below.10th.Quantile",-0.0169955178334141,0.0169955178334141,"Total surface fuels",4,5
"Linearity_mean",0.0168497778499282,0.0168497778499282,"Total surface fuels",4,5
"zpcum1",-0.0155467667153409,0.0155467667153409,"Total surface fuels",4,5
"Percent.Below.20th.Quantile",0.0155360480593661,0.0155360480593661,"Total surface fuels",4,5
"lad_max",0.476702579536332,0.476702579536332,"Total surface fuels",5,1
"lad_sum",0.302120198085125,0.302120198085125,"Total surface fuels",5,1
"lad_mean",0.252077284728708,0.252077284728708,"Total surface fuels",5,1
"Ny_mean",0.226452812970066,0.226452812970066,"Total surface fuels",5,1
"Percent.Below.30th.Quantile",0.143709976374645,0.143709976374645,"Total surface fuels",5,1
"Linearity_mean",0.102708566414949,0.102708566414949,"Total surface fuels",5,1
"Percent.Below.40th.Quantile",0.0476524666095853,0.0476524666095853,"Total surface fuels",5,1
"PCA2_mean",0.0453669110454169,0.0453669110454169,"Total surface fuels",5,1
"PCA1_mean",0.012401247194378,0.012401247194378,"Total surface fuels",5,1
"PC_Density_m3",0,0,"Total surface fuels",5,1
"Total_PAD_RelZ0.30_0.50",0.0171039193170687,0.0171039193170687,"Total surface fuels",5,2
"Total_PAD_RelZ0.55_1.00",0.0162093459126628,0.0162093459126628,"Total surface fuels",5,2
"Mean_PAD_RelZ0.30_0.50",0.0154920778136959,0.0154920778136959,"Total surface fuels",5,2
"SD_PropOcc_RelZ0.55_1.00",0.0146716139170224,0.0146716139170224,"Total surface fuels",5,2
"Linearity_mean",0.0144876370085092,0.0144876370085092,"Total surface fuels",5,2
"Mean_PAD_RelZ0.55_1.00",0.0142376838694329,0.0142376838694329,"Total surface fuels",5,2
"lad_max",0.0141765955684214,0.0141765955684214,"Total surface fuels",5,2
"Ny_mean",0.01357084486542,0.01357084486542,"Total surface fuels",5,2
"lad_sum",0.0130466940769673,0.0130466940769673,"Total surface fuels",5,2
"eSum_mean",-0.0119651215309409,0.0119651215309409,"Total surface fuels",5,2
"lad_max",0.0281063723113564,0.0281063723113564,"Total surface fuels",5,3
"Percent.Below.30th.Quantile",0.0267065787822984,0.0267065787822984,"Total surface fuels",5,3
"Ny_mean",0.0248161636484147,0.0248161636484147,"Total surface fuels",5,3
"lad_sum",0.0231708546227786,0.0231708546227786,"Total surface fuels",5,3
"lad_mean",0.0228787255883713,0.0228787255883713,"Total surface fuels",5,3
"Percent.Below.40th.Quantile",0.0205374649342392,0.0205374649342392,"Total surface fuels",5,3
"Percent.Below.20th.Quantile",0.0191383207771334,0.0191383207771334,"Total surface fuels",5,3
"Linearity_mean",0.0163274363319661,0.0163274363319661,"Total surface fuels",5,3
"Percent.Below.10th.Quantile",-0.0159658391970484,0.0159658391970484,"Total surface fuels",5,3
"PCA2_mean",0.0147346108264386,0.0147346108264386,"Total surface fuels",5,3
"PC_Density_m3",0,0,"Total surface fuels",5,4
"cHull_vol",0,0,"Total surface fuels",5,4
"Alpha_Vol_m3",0,0,"Total surface fuels",5,4
"horizontalRumpel",0,0,"Total surface fuels",5,4
"mean_vox_ht",0,0,"Total surface fuels",5,4
"sd_vox_ht",0,0,"Total surface fuels",5,4
"zmax",0,0,"Total surface fuels",5,4
"zmean",0,0,"Total surface fuels",5,4
"zsd",0,0,"Total surface fuels",5,4
"zskew",0,0,"Total surface fuels",5,4
"lad_max",0.0231804688202398,0.0231804688202398,"Total surface fuels",5,5
"Percent.Below.40th.Quantile",0.0212411962162681,0.0212411962162681,"Total surface fuels",5,5
"lad_sum",0.0196336154747286,0.0196336154747286,"Total surface fuels",5,5
"Percent.Below.30th.Quantile",0.0191231875339584,0.0191231875339584,"Total surface fuels",5,5
"Ny_mean",0.0183122840479714,0.0183122840479714,"Total surface fuels",5,5
"lad_mean",0.0175847214825067,0.0175847214825067,"Total surface fuels",5,5
"ipcumzq90",0.0164287655593747,0.0164287655593747,"Total surface fuels",5,5
"PCA1_mean",0.0160182919182163,0.0160182919182163,"Total surface fuels",5,5
"ipcumzq70",0.0151561288189917,0.0151561288189917,"Total surface fuels",5,5
"PCA2_mean",0.0140770386788301,0.0140770386788301,"Total surface fuels",5,5
"lad_max",0.0351915757341921,0.0351915757341921,"Total surface fuels",6,1
"Percent.Below.30th.Quantile",0.0319628659427226,0.0319628659427226,"Total surface fuels",6,1
"lad_mean",0.0289222351481476,0.0289222351481476,"Total surface fuels",6,1
"lad_sum",0.028884015454044,0.028884015454044,"Total surface fuels",6,1
"Ny_mean",0.0271350534176314,0.0271350534176314,"Total surface fuels",6,1
"Percent.Below.40th.Quantile",0.0227691223701899,0.0227691223701899,"Total surface fuels",6,1
"Percent.Below.20th.Quantile",0.0208433545485323,0.0208433545485323,"Total surface fuels",6,1
"Linearity_mean",0.0197992000707341,0.0197992000707341,"Total surface fuels",6,1
"Percent.Below.10th.Quantile",-0.0184932346412567,0.0184932346412567,"Total surface fuels",6,1
"PCA1_mean",0.0184155706390878,0.0184155706390878,"Total surface fuels",6,1
"lad_max",0.0379552274000677,0.0379552274000677,"Total surface fuels",6,2
"Percent.Below.30th.Quantile",0.0371563147862709,0.0371563147862709,"Total surface fuels",6,2
"Ny_mean",0.0325415506894515,0.0325415506894515,"Total surface fuels",6,2
"lad_sum",0.0312765109892918,0.0312765109892918,"Total surface fuels",6,2
"lad_mean",0.0310417120748154,0.0310417120748154,"Total surface fuels",6,2
"Percent.Below.40th.Quantile",0.0295974831992438,0.0295974831992438,"Total surface fuels",6,2
"PCA2_mean",0.0241066779517714,0.0241066779517714,"Total surface fuels",6,2
"Percent.Below.20th.Quantile",0.0238679048414939,0.0238679048414939,"Total surface fuels",6,2
"Percent.Below.10th.Quantile",-0.0224191117638418,0.0224191117638418,"Total surface fuels",6,2
"PCA1_mean",0.0221124875752458,0.0221124875752458,"Total surface fuels",6,2
"lad_max",0.0180725404293918,0.0180725404293918,"Total surface fuels",6,3
"Percent.Below.40th.Quantile",0.016895966313876,0.016895966313876,"Total surface fuels",6,3
"lad_sum",0.0147446963648963,0.0147446963648963,"Total surface fuels",6,3
"lad_mean",0.0146115593099578,0.0146115593099578,"Total surface fuels",6,3
"Percent.Below.30th.Quantile",0.0141309076604591,0.0141309076604591,"Total surface fuels",6,3
"Ny_mean",0.0138025909987829,0.0138025909987829,"Total surface fuels",6,3
"PCA1_mean",0.00934060428576799,0.00934060428576799,"Total surface fuels",6,3
"ipcumzq90",0.00915234834623345,0.00915234834623345,"Total surface fuels",6,3
"PCA2_mean",0.0089376719831963,0.0089376719831963,"Total surface fuels",6,3
"Percent.Below.10th.Quantile",-0.00884085847155641,0.00884085847155641,"Total surface fuels",6,3
"Total_PAD_RelZ0.30_0.50",0.0107213122371345,0.0107213122371345,"Total surface fuels",6,4
"Mean_PAD_RelZ0.30_0.50",0.0100729135190823,0.0100729135190823,"Total surface fuels",6,4
"Ny_mean",0.0100308972496173,0.0100308972496173,"Total surface fuels",6,4
"Total_PAD_RelZ0.55_1.00",0.00950667104489456,0.00950667104489456,"Total surface fuels",6,4
"Linearity_mean",0.00937661258629962,0.00937661258629962,"Total surface fuels",6,4
"SD_PropOcc_RelZ0.55_1.00",0.00936902849310447,0.00936902849310447,"Total surface fuels",6,4
"lad_max",0.00867675993758436,0.00867675993758436,"Total surface fuels",6,4
"Mean_PAD_RelZ0.55_1.00",0.00842472239142831,0.00842472239142831,"Total surface fuels",6,4
"lad_sum",0.00840623234203098,0.00840623234203098,"Total surface fuels",6,4
"eMedium_mean",-0.00815855768921172,0.00815855768921172,"Total surface fuels",6,4
"lad_max",0.100160430996396,0.100160430996396,"Total surface fuels",6,5
"Percent.Below.30th.Quantile",0.0997643407258399,0.0997643407258399,"Total surface fuels",6,5
"Ny_mean",0.0810980041092346,0.0810980041092346,"Total surface fuels",6,5
"lad_mean",0.0783895846759998,0.0783895846759998,"Total surface fuels",6,5
"lad_sum",0.0769375525838433,0.0769375525838433,"Total surface fuels",6,5
"PCA2_mean",0.074880774975399,0.074880774975399,"Total surface fuels",6,5
"Percent.Below.40th.Quantile",0.0700879365982266,0.0700879365982266,"Total surface fuels",6,5
"PCA1_mean",0.0659008558493161,0.0659008558493161,"Total surface fuels",6,5
"Percent.Below.20th.Quantile",0.0603508871723198,0.0603508871723198,"Total surface fuels",6,5
"Linearity_mean",0.0500925466428083,0.0500925466428083,"Total surface fuels",6,5
"lad_max",0.0296646105668297,0.0296646105668297,"Total surface fuels",7,1
"Percent.Below.30th.Quantile",0.026553924559974,0.026553924559974,"Total surface fuels",7,1
"lad_sum",0.0253264955750391,0.0253264955750391,"Total surface fuels",7,1
"lad_mean",0.0244180505305701,0.0244180505305701,"Total surface fuels",7,1
"Ny_mean",0.0241032449063044,0.0241032449063044,"Total surface fuels",7,1
"Percent.Below.40th.Quantile",0.0215821725258641,0.0215821725258641,"Total surface fuels",7,1
"Percent.Below.20th.Quantile",0.0179182936744998,0.0179182936744998,"Total surface fuels",7,1
"Percent.Below.10th.Quantile",-0.0167969838469038,0.0167969838469038,"Total surface fuels",7,1
"Linearity_mean",0.0161831963478949,0.0161831963478949,"Total surface fuels",7,1
"PCA2_mean",0.0159224482564765,0.0159224482564765,"Total surface fuels",7,1
"PC_Density_m3",0,0,"Total surface fuels",7,2
"cHull_vol",0,0,"Total surface fuels",7,2
"Alpha_Vol_m3",0,0,"Total surface fuels",7,2
"horizontalRumpel",0,0,"Total surface fuels",7,2
"mean_vox_ht",0,0,"Total surface fuels",7,2
"sd_vox_ht",0,0,"Total surface fuels",7,2
"zmax",0,0,"Total surface fuels",7,2
"zmean",0,0,"Total surface fuels",7,2
"zsd",0,0,"Total surface fuels",7,2
"zskew",0,0,"Total surface fuels",7,2
"lad_max",0.0201452440319794,0.0201452440319794,"Total surface fuels",7,3
"lad_sum",0.01704440450298,0.01704440450298,"Total surface fuels",7,3
"Percent.Below.40th.Quantile",0.0158386717477756,0.0158386717477756,"Total surface fuels",7,3
"lad_mean",0.0156329993101219,0.0156329993101219,"Total surface fuels",7,3
"Percent.Below.30th.Quantile",0.0148276510041704,0.0148276510041704,"Total surface fuels",7,3
"Ny_mean",0.0142259592068105,0.0142259592068105,"Total surface fuels",7,3
"ipcumzq90",0.0127970234640113,0.0127970234640113,"Total surface fuels",7,3
"ipcumzq70",0.0124222326613925,0.0124222326613925,"Total surface fuels",7,3
"PCA1_mean",0.0122318047796176,0.0122318047796176,"Total surface fuels",7,3
"PCA2_mean",0.0108725431303963,0.0108725431303963,"Total surface fuels",7,3
"lad_max",0.0275560066003591,0.0275560066003591,"Total surface fuels",7,4
"Percent.Below.30th.Quantile",0.0255197947998728,0.0255197947998728,"Total surface fuels",7,4
"Ny_mean",0.0232038096160265,0.0232038096160265,"Total surface fuels",7,4
"lad_mean",0.0231015455090417,0.0231015455090417,"Total surface fuels",7,4
"lad_sum",0.0230488150148393,0.0230488150148393,"Total surface fuels",7,4
"Percent.Below.40th.Quantile",0.0204393145163489,0.0204393145163489,"Total surface fuels",7,4
"Percent.Below.10th.Quantile",-0.0171333820095481,0.0171333820095481,"Total surface fuels",7,4
"PCA2_mean",0.0166707022085638,0.0166707022085638,"Total surface fuels",7,4
"Linearity_mean",0.016336264579848,0.016336264579848,"Total surface fuels",7,4
"Percent.Below.20th.Quantile",0.0163029594677235,0.0163029594677235,"Total surface fuels",7,4
"Ny_mean",0.00385116769356299,0.00385116769356299,"Total surface fuels",7,5
"PC_Density_m3",0,0,"Total surface fuels",7,5
"cHull_vol",0,0,"Total surface fuels",7,5
"Alpha_Vol_m3",0,0,"Total surface fuels",7,5
"horizontalRumpel",0,0,"Total surface fuels",7,5
"mean_vox_ht",0,0,"Total surface fuels",7,5
"sd_vox_ht",0,0,"Total surface fuels",7,5
"zmax",0,0,"Total surface fuels",7,5
"zmean",0,0,"Total surface fuels",7,5
"zsd",0,0,"Total surface fuels",7,5
"lad_max",0.047632497140603,0.047632497140603,"Total surface fuels",8,1
"lad_sum",0.0396661734314269,0.0396661734314269,"Total surface fuels",8,1
"lad_mean",0.0395431952745534,0.0395431952745534,"Total surface fuels",8,1
"Ny_mean",0.0381394368345509,0.0381394368345509,"Total surface fuels",8,1
"Percent.Below.30th.Quantile",0.0381260502922518,0.0381260502922518,"Total surface fuels",8,1
"Percent.Below.40th.Quantile",0.0299742343122504,0.0299742343122504,"Total surface fuels",8,1
"PCA2_mean",0.0262828614173286,0.0262828614173286,"Total surface fuels",8,1
"Percent.Below.10th.Quantile",-0.0251861783038058,0.0251861783038058,"Total surface fuels",8,1
"Percent.Below.20th.Quantile",0.0243063053028036,0.0243063053028036,"Total surface fuels",8,1
"Linearity_mean",0.0242727014381177,0.0242727014381177,"Total surface fuels",8,1
"Total_PAD_RelZ0.30_0.50",0.0106733734966773,0.0106733734966773,"Total surface fuels",8,2
"Linearity_mean",0.0099919791656013,0.0099919791656013,"Total surface fuels",8,2
"Mean_PAD_RelZ0.30_0.50",0.00998129876015697,0.00998129876015697,"Total surface fuels",8,2
"Ny_mean",0.00992043515190695,0.00992043515190695,"Total surface fuels",8,2
"SD_PropOcc_RelZ0.55_1.00",0.00929386808409064,0.00929386808409064,"Total surface fuels",8,2
"lad_max",0.00919194195064363,0.00919194195064363,"Total surface fuels",8,2
"Total_PAD_RelZ0.55_1.00",0.00857465824977685,0.00857465824977685,"Total surface fuels",8,2
"eMedium_mean",-0.00844081354362941,0.00844081354362941,"Total surface fuels",8,2
