"Predictor","Importance","Dataset","Repeat","Fold"
"eSmallest_sd",0.0151116603851368,"Herbaceous fuels",7,1
"Anisotropy_mean",0.0134979759057967,"Herbaceous fuels",7,1
"Omnivariance_mean",0.010665563258321,"Herbaceous fuels",7,1
"Sphericity_sd",0.00979883537584091,"Herbaceous fuels",7,1
"Eigentropy_mean",0.00867072549697477,"Herbaceous fuels",7,1
"iskew",0.00851609402687362,"Herbaceous fuels",7,1
"SD_PropOcc_RelZ1.05_2.00",0.00636921260715783,"Herbaceous fuels",7,1
"eSmallest_mean",0.00607550707497492,"Herbaceous fuels",7,1
"Percent.Below.20th.Quantile",0.00589646197196578,"Herbaceous fuels",7,1
"Anisotropy_mean",0.0419485681461332,"Herbaceous fuels",7,2
"imean",0.0415136662322166,"Herbaceous fuels",7,2
"Omnivariance_mean",0.0412982413749065,"Herbaceous fuels",7,2
"Eigentropy_mean",0.0366239765546369,"Herbaceous fuels",7,2
"eSum_mean",0.0111800179532166,"Herbaceous fuels",7,2
"Kurt_PropOcc_RelZ0_0.25",0.00927933132326618,"Herbaceous fuels",7,2
"eSmallest_mean",0.00860160275904366,"Herbaceous fuels",7,2
"eSmallest_sd",0.00758610908390858,"Herbaceous fuels",7,2
"Percent.Below.20th.Quantile",0.00706884497150425,"Herbaceous fuels",7,2
"PC_Strata_0.25.0.50",0.00579567049582639,"Herbaceous fuels",7,2
"Omnivariance_mean",0.0147760379542412,"Herbaceous fuels",7,3
"imean",0.0137220418874535,"Herbaceous fuels",7,3
"Eigentropy_mean",0.0132686032244864,"Herbaceous fuels",7,3
"eSmallest_mean",0.0131540617186971,"Herbaceous fuels",7,3
"eSum_mean",0.0117595504533707,"Herbaceous fuels",7,3
"ChangeCurvature_mean",0.0112932626259584,"Herbaceous fuels",7,3
"Anisotropy_mean",0.0109940383798681,"Herbaceous fuels",7,3
"eSmallest_sd",0.0107318987914269,"Herbaceous fuels",7,3
"Percent.Below.20th.Quantile",0.0104686100479659,"Herbaceous fuels",7,3
"Sphericity_mean",0.010143893608081,"Herbaceous fuels",7,3
"Omnivariance_mean",0.0169347313614869,"Herbaceous fuels",7,4
"imean",0.0149866883208298,"Herbaceous fuels",7,4
"Eigentropy_mean",0.0142828156126316,"Herbaceous fuels",7,4
"eSmallest_mean",0.0130209739366964,"Herbaceous fuels",7,4
"eSmallest_sd",0.0125372481696055,"Herbaceous fuels",7,4
"Sphericity_mean",0.0122242776712945,"Herbaceous fuels",7,4
"Curvature_mean",0.0121183688732243,"Herbaceous fuels",7,4
"Anisotropy_mean",0.0121082644886545,"Herbaceous fuels",7,4
"ChangeCurvature_mean",0.0120450493816126,"Herbaceous fuels",7,4
"eSum_mean",0.0117962260673426,"Herbaceous fuels",7,4
"imean",0.029747256388799,"Herbaceous fuels",7,5
"Eigentropy_mean",0.0287893749903819,"Herbaceous fuels",7,5
"Omnivariance_mean",0.021673489362103,"Herbaceous fuels",7,5
"eSum_mean",0.0215564991633461,"Herbaceous fuels",7,5
"eSmallest_sd",0.0196319802839531,"Herbaceous fuels",7,5
"iskew",0.011751995360621,"Herbaceous fuels",7,5
"eSmallest_mean",0.0112328315967567,"Herbaceous fuels",7,5
"Sphericity_sd",0.0104549547074946,"Herbaceous fuels",7,5
"Anisotropy_mean",0.00974693349924067,"Herbaceous fuels",7,5
"Percent_EmptySpace_RelZ1.05_2.00",0.00780902208690647,"Herbaceous fuels",7,5
"imean",0.0151868070569767,"Herbaceous fuels",8,1
"Omnivariance_mean",0.0146074527426442,"Herbaceous fuels",8,1
"Anisotropy_mean",0.0133508993202361,"Herbaceous fuels",8,1
"eSmallest_mean",0.0132713480712919,"Herbaceous fuels",8,1
"Sphericity_sd",0.0126255215905542,"Herbaceous fuels",8,1
"Eigentropy_mean",0.0125103178035269,"Herbaceous fuels",8,1
"Curvature_mean",0.0122042717903016,"Herbaceous fuels",8,1
"ChangeCurvature_mean",0.0121968259429482,"Herbaceous fuels",8,1
"Sphericity_mean",0.0120069309630533,"Herbaceous fuels",8,1
"eSmallest_sd",0.0114285848169767,"Herbaceous fuels",8,1
"Omnivariance_mean",0.0160113108062426,"Herbaceous fuels",8,2
"Eigentropy_mean",0.0138849632404636,"Herbaceous fuels",8,2
"eSmallest_mean",0.0134665496721351,"Herbaceous fuels",8,2
"Anisotropy_mean",0.0129645797259505,"Herbaceous fuels",8,2
"eSum_mean",0.0126212743412669,"Herbaceous fuels",8,2
"eSmallest_sd",0.0125656994038499,"Herbaceous fuels",8,2
"Sphericity_mean",0.0122233473208498,"Herbaceous fuels",8,2
"Curvature_mean",0.0111774662581688,"Herbaceous fuels",8,2
"Sphericity_sd",0.0105442832687183,"Herbaceous fuels",8,2
"ChangeCurvature_mean",0.0102723286726307,"Herbaceous fuels",8,2
"eSmallest_mean",0.0147889669700708,"Herbaceous fuels",8,3
"Omnivariance_mean",0.0141554254129585,"Herbaceous fuels",8,3
"eSmallest_sd",0.0137937572144747,"Herbaceous fuels",8,3
"Anisotropy_mean",0.0132724492352142,"Herbaceous fuels",8,3
"Eigentropy_mean",0.0127875780922697,"Herbaceous fuels",8,3
"eSum_mean",0.0127578376797885,"Herbaceous fuels",8,3
"imean",0.0124998228296345,"Herbaceous fuels",8,3
"Sphericity_sd",0.0121859604078896,"Herbaceous fuels",8,3
"Curvature_mean",0.0116472231100343,"Herbaceous fuels",8,3
"Sphericity_mean",0.0110641752976343,"Herbaceous fuels",8,3
"imean",0.0149427456538963,"Herbaceous fuels",8,4
"Omnivariance_mean",0.0121115692964371,"Herbaceous fuels",8,4
"Eigentropy_mean",0.0115662974001726,"Herbaceous fuels",8,4
"Anisotropy_mean",0.0104952744976168,"Herbaceous fuels",8,4
"Sphericity_mean",0.0103807195445429,"Herbaceous fuels",8,4
"eSum_mean",0.0099733007464984,"Herbaceous fuels",8,4
"Percent_EmptySpace_RelZ1.05_2.00",0.00939436830353288,"Herbaceous fuels",8,4
"ChangeCurvature_mean",0.00920577297224762,"Herbaceous fuels",8,4
"Percent.Below.20th.Quantile",0.00919614509573106,"Herbaceous fuels",8,4
"Sphericity_sd",0.00910779351798702,"Herbaceous fuels",8,4
"imean",0.0139729759600842,"Herbaceous fuels",8,5
"Omnivariance_mean",0.0132958054855469,"Herbaceous fuels",8,5
"eSum_mean",0.0128013084773425,"Herbaceous fuels",8,5
"Eigentropy_mean",0.0122225696741814,"Herbaceous fuels",8,5
"eSmallest_mean",0.0114022146875897,"Herbaceous fuels",8,5
"Anisotropy_mean",0.00977004324635103,"Herbaceous fuels",8,5
"Curvature_mean",0.00914172071458356,"Herbaceous fuels",8,5
"Sphericity_sd",0.00869029929716644,"Herbaceous fuels",8,5
"eSmallest_sd",0.0084592046475019,"Herbaceous fuels",8,5
"iskew",0.0083629603600502,"Herbaceous fuels",8,5
"Omnivariance_mean",0.013795494672839,"Herbaceous fuels",9,1
"Eigentropy_mean",0.0130482781695915,"Herbaceous fuels",9,1
"eSmallest_mean",0.0127838359019246,"Herbaceous fuels",9,1
"imean",0.012382614480255,"Herbaceous fuels",9,1
"eSum_mean",0.0114224658462796,"Herbaceous fuels",9,1
"Sphericity_mean",0.0107887205315541,"Herbaceous fuels",9,1
"Anisotropy_mean",0.0101199484712962,"Herbaceous fuels",9,1
"eSmallest_sd",0.00982553365322699,"Herbaceous fuels",9,1
"ChangeCurvature_mean",0.00921456412792715,"Herbaceous fuels",9,1
"Curvature_mean",0.00884643757846191,"Herbaceous fuels",9,1
"imean",0.0140288342259482,"Herbaceous fuels",9,2
"Omnivariance_mean",0.013683138501728,"Herbaceous fuels",9,2
"eSmallest_mean",0.0129209966946841,"Herbaceous fuels",9,2
"Sphericity_mean",0.011009987952538,"Herbaceous fuels",9,2
"Eigentropy_mean",0.0108926059457425,"Herbaceous fuels",9,2
"ChangeCurvature_mean",0.01046971707786,"Herbaceous fuels",9,2
"eSmallest_sd",0.0103395750087836,"Herbaceous fuels",9,2
"Anisotropy_mean",0.0101330828805395,"Herbaceous fuels",9,2
"Percent_EmptySpace_RelZ1.05_2.00",0.0100350846069257,"Herbaceous fuels",9,2
"Curvature_mean",0.00992544640073097,"Herbaceous fuels",9,2
"Omnivariance_mean",0.0129266814377906,"Herbaceous fuels",9,3
"Eigentropy_mean",0.012871884508977,"Herbaceous fuels",9,3
"imean",0.0123162534569714,"Herbaceous fuels",9,3
"eSmallest_mean",0.011305181481542,"Herbaceous fuels",9,3
"Anisotropy_mean",0.0112136095376026,"Herbaceous fuels",9,3
"eSum_mean",0.0105479750749059,"Herbaceous fuels",9,3
"Sphericity_mean",0.0101759440412209,"Herbaceous fuels",9,3
"Sphericity_sd",0.010154210524222,"Herbaceous fuels",9,3
"eSmallest_sd",0.00942912325307788,"Herbaceous fuels",9,3
"ChangeCurvature_mean",0.00867284258090738,"Herbaceous fuels",9,3
"Anisotropy_mean",0.0161774935762613,"Herbaceous fuels",9,4
"Omnivariance_mean",0.0150157046944309,"Herbaceous fuels",9,4
"eSum_mean",0.0148432862507309,"Herbaceous fuels",9,4
"eSmallest_mean",0.0147760140785867,"Herbaceous fuels",9,4
"imean",0.013759873597759,"Herbaceous fuels",9,4
"Eigentropy_mean",0.0137558812442391,"Herbaceous fuels",9,4
"eSmallest_sd",0.0124839416898796,"Herbaceous fuels",9,4
"Sphericity_mean",0.0124108459022992,"Herbaceous fuels",9,4
"Sphericity_sd",0.0114353669820607,"Herbaceous fuels",9,4
"ChangeCurvature_mean",0.0109086758963479,"Herbaceous fuels",9,4
"Eigentropy_mean",0.0169258397617518,"Herbaceous fuels",9,5
"Omnivariance_mean",0.0159927681447415,"Herbaceous fuels",9,5
"imean",0.0144738761828955,"Herbaceous fuels",9,5
"Anisotropy_mean",0.0141536799411608,"Herbaceous fuels",9,5
"eSmallest_mean",0.0138120330496578,"Herbaceous fuels",9,5
"eSum_mean",0.0135263274456403,"Herbaceous fuels",9,5
"eSmallest_sd",0.0130209894334468,"Herbaceous fuels",9,5
"Sphericity_mean",0.0123152624503614,"Herbaceous fuels",9,5
"Sphericity_sd",0.0105466211044676,"Herbaceous fuels",9,5
"ChangeCurvature_mean",0.0103056402232846,"Herbaceous fuels",9,5
"imean",0.0168908926062203,"Herbaceous fuels",10,1
"Omnivariance_mean",0.0162179780280724,"Herbaceous fuels",10,1
"eSmallest_mean",0.0160111154558198,"Herbaceous fuels",10,1
"Eigentropy_mean",0.0150312088241645,"Herbaceous fuels",10,1
"eSum_mean",0.0145162114554866,"Herbaceous fuels",10,1
"Sphericity_mean",0.0129458962273455,"Herbaceous fuels",10,1
"Curvature_mean",0.0114441119085336,"Herbaceous fuels",10,1
"eSmallest_sd",0.0114418694397408,"Herbaceous fuels",10,1
"Anisotropy_mean",0.0109505333196878,"Herbaceous fuels",10,1
"Sphericity_sd",0.0104720458904568,"Herbaceous fuels",10,1
"imean",0.0160575729832075,"Herbaceous fuels",10,2
"Omnivariance_mean",0.0131889909430735,"Herbaceous fuels",10,2
"Eigentropy_mean",0.0128659197489857,"Herbaceous fuels",10,2
"eSum_mean",0.0122339867459347,"Herbaceous fuels",10,2
"Anisotropy_mean",0.0112410715562187,"Herbaceous fuels",10,2
"Sphericity_sd",0.0109971182860518,"Herbaceous fuels",10,2
"eSmallest_sd",0.0105445124535967,"Herbaceous fuels",10,2
"Sphericity_mean",0.0100739619119623,"Herbaceous fuels",10,2
"eSmallest_mean",0.00972399578225478,"Herbaceous fuels",10,2
"Curvature_mean",0.00858024528338247,"Herbaceous fuels",10,2
"imean",0.0117193407344387,"Herbaceous fuels",10,3
"eSmallest_sd",0.010407271585534,"Herbaceous fuels",10,3
"eSmallest_mean",0.0103129968842579,"Herbaceous fuels",10,3
"Planarity_sd",0.0092243842213291,"Herbaceous fuels",10,3
"NormalChangeRate_sd",0.0091993195538193,"Herbaceous fuels",10,3
"Omnivariance_mean",0.00901728844239696,"Herbaceous fuels",10,3
"Percent.Below.20th.Quantile",0.00886800563117943,"Herbaceous fuels",10,3
"Anisotropy_mean",0.00884181697610142,"Herbaceous fuels",10,3
"Eigentropy_mean",0.00878173949393625,"Herbaceous fuels",10,3
"Sphericity_mean",0.00874662869296349,"Herbaceous fuels",10,3
"Omnivariance_mean",0.0140398238707677,"Herbaceous fuels",10,4
"eSmallest_mean",0.0124939724633233,"Herbaceous fuels",10,4
"Eigentropy_mean",0.0124647287474804,"Herbaceous fuels",10,4
"Anisotropy_mean",0.0120390659629649,"Herbaceous fuels",10,4
"eSum_mean",0.0118876486242999,"Herbaceous fuels",10,4
"Sphericity_sd",0.0116334088306874,"Herbaceous fuels",10,4
"eSmallest_sd",0.010550817623337,"Herbaceous fuels",10,4
"Sphericity_mean",0.0103323680198722,"Herbaceous fuels",10,4
"Curvature_mean",0.00996752954641456,"Herbaceous fuels",10,4
"ChangeCurvature_mean",0.00945503543729302,"Herbaceous fuels",10,4
"imean",0.0429848791882852,"Herbaceous fuels",10,5
"Eigentropy_mean",0.0416019904554738,"Herbaceous fuels",10,5
"Omnivariance_mean",0.035348193564154,"Herbaceous fuels",10,5
"eSmallest_sd",0.0145323658756578,"Herbaceous fuels",10,5
"Anisotropy_mean",0.0137528818712351,"Herbaceous fuels",10,5
"eSmallest_mean",0.013606874646984,"Herbaceous fuels",10,5
"eSum_mean",0.0105019633822057,"Herbaceous fuels",10,5
"Kurt_PropOcc_RelZ0_0.25",0.0101709882155133,"Herbaceous fuels",10,5
"SD_PropOcc_RelZ1.05_2.00",0.00926983296064544,"Herbaceous fuels",10,5
"PC_Strata_0.25.0.50",0.00920338593129418,"Herbaceous fuels",10,5
"zq60",8.2929456682885,"Live woody fuels",1,1
"Total_PAD_RelZ1.05_2.00",7.72606345868501,"Live woody fuels",1,1
"zq65",7.6428860389432,"Live woody fuels",1,1
"mean_vox_ht",7.07187475245475,"Live woody fuels",1,1
"zq75",6.98240657497844,"Live woody fuels",1,1
"zmean",6.94995325345876,"Live woody fuels",1,1
"zq45",6.77799694607314,"Live woody fuels",1,1
"PC_Strata_1.00.2.00",6.74632100682685,"Live woody fuels",1,1
"zq50",6.55566820828984,"Live woody fuels",1,1
"n",6.24783975771467,"Live woody fuels",1,1
"Total_PAD_RelZ1.05_2.00",5.78594225636505,"Live woody fuels",1,2
"zq45",5.38842400396706,"Live woody fuels",1,2
"zq50",5.33527918222729,"Live woody fuels",1,2
"zq55",4.70330595704568,"Live woody fuels",1,2
"zmean",4.42950448161278,"Live woody fuels",1,2
"zpcum3",3.96487070307379,"Live woody fuels",1,2
"mean_vox_ht",3.82723853212777,"Live woody fuels",1,2
"zq60",3.61985819774234,"Live woody fuels",1,2
"zq40",3.6023947658602,"Live woody fuels",1,2
"zq75",3.55202591185127,"Live woody fuels",1,2
"zq65",10.1914981284482,"Live woody fuels",1,3
"Total_PAD_RelZ1.05_2.00",8.1576966264246,"Live woody fuels",1,3
"zmean",7.78213930021738,"Live woody fuels",1,3
"mean_vox_ht",7.25292163877337,"Live woody fuels",1,3
"zq75",6.9472193737886,"Live woody fuels",1,3
"zq60",6.74191200912863,"Live woody fuels",1,3
"vn",6.46059713924239,"Live woody fuels",1,3
"zq70",6.31302496502438,"Live woody fuels",1,3
"zq55",6.26427578380638,"Live woody fuels",1,3
"PC_Strata_1.00.2.00",5.93955863248856,"Live woody fuels",1,3
"zq60",9.19943124948423,"Live woody fuels",1,4
"Total_PAD_RelZ1.05_2.00",8.96516338502866,"Live woody fuels",1,4
"zq50",8.83793573893922,"Live woody fuels",1,4
"zmean",8.66407940990434,"Live woody fuels",1,4
"zq70",7.80740817225732,"Live woody fuels",1,4
"mean_vox_ht",7.05929586525101,"Live woody fuels",1,4
"zq65",7.02577683203551,"Live woody fuels",1,4
"zq75",6.2838774904545,"Live woody fuels",1,4
"zq55",6.17309239620531,"Live woody fuels",1,4
"Alpha_Vol_m3",6.16078238957186,"Live woody fuels",1,4
"zq70",4.87647829289426,"Live woody fuels",1,5
"Alpha_Vol_m3",4.05462750943781,"Live woody fuels",1,5
"n",3.94107218552056,"Live woody fuels",1,5
"mean_vox_ht",3.85797306133817,"Live woody fuels",1,5
"zq65",3.83881160881611,"Live woody fuels",1,5
"zq60",3.69359326561554,"Live woody fuels",1,5
"zq75",3.63144699796779,"Live woody fuels",1,5
"PC_Strata_1.00.2.00",3.57972954014896,"Live woody fuels",1,5
"zq50",3.55551980471627,"Live woody fuels",1,5
"pzabovezmean",3.25062848341671,"Live woody fuels",1,5
"zq60",9.19707500223247,"Live woody fuels",2,1
"zmean",7.89883864642994,"Live woody fuels",2,1
"mean_vox_ht",7.76085850774437,"Live woody fuels",2,1
"zq55",7.22871004087343,"Live woody fuels",2,1
"zq65",7.09064966667642,"Live woody fuels",2,1
"zq50",6.98734269054954,"Live woody fuels",2,1
"Total_PAD_RelZ1.05_2.00",6.31331807741075,"Live woody fuels",2,1
"zq75",6.27461497436073,"Live woody fuels",2,1
"zq70",6.26918336211174,"Live woody fuels",2,1
"zq45",6.09045176470651,"Live woody fuels",2,1
"zq60",10.1111444267338,"Live woody fuels",2,2
"zq70",9.79841228476,"Live woody fuels",2,2
"zmean",9.7050139058354,"Live woody fuels",2,2
"PC_Strata_1.00.2.00",8.30884931610712,"Live woody fuels",2,2
"mean_vox_ht",7.93952206871716,"Live woody fuels",2,2
"zq55",7.69053620144882,"Live woody fuels",2,2
"zq65",7.56494471717065,"Live woody fuels",2,2
"zq45",7.18435938588635,"Live woody fuels",2,2
"zq75",6.47716752408243,"Live woody fuels",2,2
"zq50",6.45244560271222,"Live woody fuels",2,2
"PC_Strata_1.00.2.00",6.65222383036985,"Live woody fuels",2,3
"zq65",6.54340273950052,"Live woody fuels",2,3
"zq75",6.37756385144669,"Live woody fuels",2,3
"zmean",6.00175273659363,"Live woody fuels",2,3
"Skew_PropOcc_FullROI",5.72270290656391,"Live woody fuels",2,3
"zq70",5.25021405992702,"Live woody fuels",2,3
"mean_vox_ht",4.98576066152247,"Live woody fuels",2,3
"Kurt_PropOcc_FullROI",4.83577796783549,"Live woody fuels",2,3
"zq60",4.65717108246753,"Live woody fuels",2,3
"Total_PAD_RelZ1.05_2.00",4.53920122928498,"Live woody fuels",2,3
"Alpha_Vol_m3",6.70175927245981,"Live woody fuels",2,4
"zmean",5.53908453417708,"Live woody fuels",2,4
"zq50",5.38959224917492,"Live woody fuels",2,4
"itot",5.3554768475399,"Live woody fuels",2,4
"zq75",5.01040869726365,"Live woody fuels",2,4
"vn",4.65603506146393,"Live woody fuels",2,4
"zq55",4.62188224148062,"Live woody fuels",2,4
"n",4.55857946814518,"Live woody fuels",2,4
"Total_PAD_RelZ1.05_2.00",4.32378726515959,"Live woody fuels",2,4
"zq45",4.26061724774146,"Live woody fuels",2,4
"Total_PAD_RelZ1.05_2.00",6.83592878490524,"Live woody fuels",2,5
"zq50",4.92669416169542,"Live woody fuels",2,5
"zq45",4.8543039621912,"Live woody fuels",2,5
"zmean",4.54991142697867,"Live woody fuels",2,5
"zq55",4.31735129153288,"Live woody fuels",2,5
"zq60",3.79408324467035,"Live woody fuels",2,5
"zpcum2",3.69038560477717,"Live woody fuels",2,5
"zq65",3.35356321374774,"Live woody fuels",2,5
"zpcum3",3.17291931965294,"Live woody fuels",2,5
"zq40",3.1726392260184,"Live woody fuels",2,5
"zq75",11.2884687435213,"Live woody fuels",3,1
"Total_PAD_RelZ1.05_2.00",10.0094577126819,"Live woody fuels",3,1
"zmean",8.96120822804219,"Live woody fuels",3,1
"zq45",6.82817589657066,"Live woody fuels",3,1
"zq55",6.60514114243464,"Live woody fuels",3,1
"itot",6.55480572059416,"Live woody fuels",3,1
"Alpha_Vol_m3",6.40656022814718,"Live woody fuels",3,1
"zq70",6.2712196766532,"Live woody fuels",3,1
"zq65",6.14505363824974,"Live woody fuels",3,1
"zq50",6.09927626311471,"Live woody fuels",3,1
"zq75",10.0196208877253,"Live woody fuels",3,2
"zq65",8.36622805544962,"Live woody fuels",3,2
"zmean",7.6978691660176,"Live woody fuels",3,2
"zq70",7.19077124796213,"Live woody fuels",3,2
"mean_vox_ht",6.98170885445625,"Live woody fuels",3,2
"zq60",6.45876793339602,"Live woody fuels",3,2
"PC_Strata_1.00.2.00",6.2778024111292,"Live woody fuels",3,2
"zq50",5.56211549237092,"Live woody fuels",3,2
"zq55",5.55330548240593,"Live woody fuels",3,2
"Total_PAD_RelZ1.05_2.00",5.13478644035033,"Live woody fuels",3,2
"zmean",8.52503737168232,"Live woody fuels",3,3
"zq55",7.61036312670557,"Live woody fuels",3,3
"zq60",7.27402985310449,"Live woody fuels",3,3
"zq45",6.89844079915127,"Live woody fuels",3,3
"Total_PAD_RelZ1.05_2.00",6.8955266270872,"Live woody fuels",3,3
"mean_vox_ht",6.76834868587977,"Live woody fuels",3,3
"zq75",6.75816413953699,"Live woody fuels",3,3
"zq50",6.62315129287741,"Live woody fuels",3,3
"Kurt_PropOcc_FullROI",6.3654503521432,"Live woody fuels",3,3
"zq70",6.05444137631503,"Live woody fuels",3,3
"Alpha_Vol_m3",6.63356720589225,"Live woody fuels",3,4
"vn",6.17129200818852,"Live woody fuels",3,4
"itot",5.49218335819343,"Live woody fuels",3,4
"n",4.93874488682322,"Live woody fuels",3,4
"zmean",3.82177213160508,"Live woody fuels",3,4
"zq65",3.59376332927698,"Live woody fuels",3,4
"zq75",3.43182621828465,"Live woody fuels",3,4
"zq60",3.38776334163804,"Live woody fuels",3,4
"Total_PAD_RelZ1.05_2.00",3.18393170700746,"Live woody fuels",3,4
"zq50",3.11086933086331,"Live woody fuels",3,4
"Total_PAD_RelZ1.05_2.00",6.06019082331418,"Live woody fuels",3,5
"zq45",5.98057814134639,"Live woody fuels",3,5
"zq50",5.61970629959367,"Live woody fuels",3,5
"zpcum3",4.50978891422632,"Live woody fuels",3,5
"zq55",3.95542505346478,"Live woody fuels",3,5
"zq60",3.79872105002432,"Live woody fuels",3,5
"zq70",3.7975014806991,"Live woody fuels",3,5
"zq40",3.76343494786556,"Live woody fuels",3,5
"pzabovezmean",3.55480180978224,"Live woody fuels",3,5
"zq65",3.40415990093303,"Live woody fuels",3,5
"zq65",9.85849248188572,"Live woody fuels",4,1
"zq70",8.56664567606875,"Live woody fuels",4,1
"zq60",8.08831961260016,"Live woody fuels",4,1
"zmean",8.08052030265192,"Live woody fuels",4,1
"zq75",7.73357794050729,"Live woody fuels",4,1
"Total_PAD_RelZ1.05_2.00",7.41199997556055,"Live woody fuels",4,1
"zq55",7.40180522240022,"Live woody fuels",4,1
"PC_Strata_1.00.2.00",7.15725222871951,"Live woody fuels",4,1
"mean_vox_ht",6.63706925788711,"Live woody fuels",4,1
"Alpha_Vol_m3",5.91559298927624,"Live woody fuels",4,1
"Total_PAD_RelZ1.05_2.00",7.11533490251183,"Live woody fuels",4,2
"zq50",5.91341823806234,"Live woody fuels",4,2
"zq45",5.33476322215363,"Live woody fuels",4,2
"zpcum3",4.36428531280199,"Live woody fuels",4,2
"zq55",4.16707515626642,"Live woody fuels",4,2
"mean_vox_ht",3.97451836584295,"Live woody fuels",4,2
"zskew",3.84579649005084,"Live woody fuels",4,2
"zq65",3.70856516054036,"Live woody fuels",4,2
"zmean",3.65471792416681,"Live woody fuels",4,2
"zq70",3.47602428708273,"Live woody fuels",4,2
"zmean",10.1618138884095,"Live woody fuels",4,3
"Total_PAD_RelZ1.05_2.00",8.39551385011284,"Live woody fuels",4,3
"zq60",8.34055349890066,"Live woody fuels",4,3
"zq65",7.42242012417031,"Live woody fuels",4,3
"mean_vox_ht",7.16873611162176,"Live woody fuels",4,3
"zq55",7.10695335678666,"Live woody fuels",4,3
"Alpha_Vol_m3",7.03526259040403,"Live woody fuels",4,3
"itot",6.08210271376657,"Live woody fuels",4,3
"PC_Strata_1.00.2.00",5.91892709462139,"Live woody fuels",4,3
"zq45",5.84704635812587,"Live woody fuels",4,3
"Alpha_Vol_m3",4.79989970165901,"Live woody fuels",4,4
"n",4.36916245862726,"Live woody fuels",4,4
"zq75",3.46758020260289,"Live woody fuels",4,4
"vn",3.43130683599008,"Live woody fuels",4,4
"itot",3.27580034850226,"Live woody fuels",4,4
"mean_vox_ht",3.03928686236588,"Live woody fuels",4,4
"zq70",3.03743669136484,"Live woody fuels",4,4
"zq65",2.66196043808177,"Live woody fuels",4,4
"zq60",2.28297781534364,"Live woody fuels",4,4
"pzabovezmean",2.25944182219065,"Live woody fuels",4,4
"zmean",9.35829155585316,"Live woody fuels",4,5
"zq55",8.12524781434467,"Live woody fuels",4,5
"zq60",7.67453055079085,"Live woody fuels",4,5
"zq75",7.19555751544125,"Live woody fuels",4,5
"PC_Strata_0.00.0.25",7.17605406358352,"Live woody fuels",4,5
"zq65",7.16157901470808,"Live woody fuels",4,5
"zq50",6.90076581094962,"Live woody fuels",4,5
"zq45",6.66937667818925,"Live woody fuels",4,5
"mean_vox_ht",6.22980974169594,"Live woody fuels",4,5
"Total_PAD_RelZ1.05_2.00",6.0979642148696,"Live woody fuels",4,5
"zq75",7.63106602914578,"Live woody fuels",5,1
"zmean",7.49810483833845,"Live woody fuels",5,1
"zq70",7.44623824448662,"Live woody fuels",5,1
"zq50",7.20539172281943,"Live woody fuels",5,1
"mean_vox_ht",7.162582933387,"Live woody fuels",5,1
"zq65",7.07357389119329,"Live woody fuels",5,1
"zq60",5.99087336605715,"Live woody fuels",5,1
"PC_Strata_1.00.2.00",5.82063926717303,"Live woody fuels",5,1
"Total_PAD_RelZ1.05_2.00",5.21765333888538,"Live woody fuels",5,1
"zq45",4.71307715254576,"Live woody fuels",5,1
"zq60",9.06628797307099,"Live woody fuels",5,2
"mean_vox_ht",7.91543102321179,"Live woody fuels",5,2
"zmean",7.79783993634406,"Live woody fuels",5,2
"zq65",7.734588434071,"Live woody fuels",5,2
"Total_PAD_RelZ1.05_2.00",7.59137716238324,"Live woody fuels",5,2
"zq55",7.42083629976141,"Live woody fuels",5,2
"zq75",7.17721557918566,"Live woody fuels",5,2
"zq70",6.95600332455892,"Live woody fuels",5,2
"itot",6.37886478998378,"Live woody fuels",5,2
"zq50",6.22989847805322,"Live woody fuels",5,2
"Alpha_Vol_m3",7.17760133327057,"Live woody fuels",5,3
"n",6.04811899355026,"Live woody fuels",5,3
"itot",5.91472076240669,"Live woody fuels",5,3
"vn",5.83639402290256,"Live woody fuels",5,3
"Kurt_PropOcc_FullROI",3.57280780506182,"Live woody fuels",5,3
"zmean",3.49962913958926,"Live woody fuels",5,3
"zq70",3.46397835683296,"Live woody fuels",5,3
"pzabovezmean",3.39040405974546,"Live woody fuels",5,3
"zq65",3.34264790558528,"Live woody fuels",5,3
"zq50",3.29303408975235,"Live woody fuels",5,3
"Total_PAD_RelZ1.05_2.00",7.04308614418625,"Live woody fuels",5,4
"zq60",5.0991707696438,"Live woody fuels",5,4
"zq50",4.95287570731128,"Live woody fuels",5,4
"zq55",4.42997119667722,"Live woody fuels",5,4
"zq45",4.39282793839843,"Live woody fuels",5,4
"zq40",4.24312879768647,"Live woody fuels",5,4
"zmean",4.14819735029185,"Live woody fuels",5,4
"zq70",4.08353865029681,"Live woody fuels",5,4
"zq65",3.93209969003539,"Live woody fuels",5,4
"pzabovezmean",3.60183791789308,"Live woody fuels",5,4
"Total_PAD_RelZ1.05_2.00",8.31158709050659,"Live woody fuels",5,5
"Alpha_Vol_m3",8.24020859496328,"Live woody fuels",5,5
"zq60",7.25938941415136,"Live woody fuels",5,5
"mean_vox_ht",7.12442800065865,"Live woody fuels",5,5
"zmean",6.94172606328726,"Live woody fuels",5,5
"zq50",6.7996787274577,"Live woody fuels",5,5
"zq70",6.76260429291003,"Live woody fuels",5,5
"n",6.69809058935847,"Live woody fuels",5,5
"zq75",6.36163816015228,"Live woody fuels",5,5
"zq65",6.10522141580646,"Live woody fuels",5,5
